-0.53902,0.4881,0.15438,0.062316,-0.27038,-1.4894,-1.5012,-1.555,-0.29713,-0.54122,-0.45989,-1.6914,0.19494,0.81473,-0.067583,0.66846,-1.4128,-0.0044777,0.85913,-0.21944,0.45357,-1.1309,0.056139,0.95933,-0.16949,0.53149,0.27623,0.11517,0.066384,0.07168,0.097387,0.13744
0.26027,-0.78057,-0.60912,-0.823,0.058368,0.76568,0.84012,0.83797,-0.4588,-0.49764,-0.65558,-0.079556,-0.9239,-0.022918,-0.63052,-1.2409,1.0741,-0.79023,0.079496,-0.57476,-1.0019,1.2794,-0.75709,0.29322,-0.52766,-1.0207,0.0078956,-0.44165,-0.61193,-0.65644,-0.65206,-0.65089
-0.35991,0.13031,-0.12985,-0.21504,-0.21255,-1.4866,-1.4936,-1.5468,-0.55222,-0.63006,-0.69558,-1.6606,0.05354,1.1955,0.25074,0.35539,-1.4503,-0.30592,0.80404,-0.26439,-0.024736,-0.78679,-0.20634,0.92914,-0.26937,0.15387,0.26287,-0.031643,-0.16833,-0.18658,-0.18435,-0.18741
0.075269,-0.57413,-0.61655,-0.76406,-0.094578,0.67345,0.75056,0.85348,-0.24516,-0.70718,-0.68871,-0.10385,-0.89958,-0.0039978,-0.64425,-1.0706,0.96338,-0.73201,0.10476,-0.57611,-0.69411,1.1333,-0.69157,0.30303,-0.52548,-0.71533,0.1749,-0.25735,-0.48286,-0.55619,-0.55972,-0.54722
-0.49587,0.31844,-0.15325,0.0051572,-0.24854,-0.29315,-0.31696,-0.29082,-0.13557,-0.48743,-0.21356,-0.14957,0.81983,1.3242,0.24994,0.85088,-0.3095,-0.2611,0.55255,-0.37777,0.21653,0.39555,-0.18035,0.62337,-0.36035,0.29596,0.28489,0.039948,-0.084853,-0.11001,-0.11163,-0.071881
-0.36521,0.30155,0.44973,0.14886,-0.1247,-1.4521,-1.52,-1.5411,0.10645,1.0171,0.35383,-1.4242,0.92505,0.85238,0.62436,0.75704,-1.4376,-0.029964,0.79079,-0.11443,0.25615,-1.3018,0.14404,0.73801,0.10139,0.52267,0.13946,-0.043626,-0.062796,-0.021359,0.0077058,0.05429
1.1197,-1.2323,-0.7289,-0.84951,0.44875,-0.77675,-0.73628,-0.66279,-0.42733,-0.78034,-0.6453,-0.30162,-0.85982,0.15319,-0.59695,-1.3119,-0.59115,-0.85889,0.16541,-0.60182,-1.5902,-1.732,-0.82632,0.38404,-0.55849,-1.3988,-0.36284,-0.85456,-0.94206,-0.93518,-0.9619,-1.002
-0.16355,-0.39827,-0.54451,-0.76481,-0.22986,0.56438,0.55175,0.54576,0.03565,-0.56452,-0.56553,-0.15014,-0.86247,-0.062786,-0.64658,-0.80337,0.86828,-0.72873,0.11307,-0.58779,-0.5821,1.1221,-0.68324,0.36666,-0.54043,-0.58174,0.24643,0.0056868,-0.23164,-0.28591,-0.28435,-0.30952
-0.49321,0.28184,0.13227,-0.4845,-0.5594,1.2358,1.116,1.0318,0.085883,0.21157,0.12804,0.56202,-0.41978,0.30829,-0.43101,-0.046325,1.3495,-0.37799,0.2431,-0.41499,0.083624,1.6327,-0.48066,0.22467,-0.4439,-0.45639,0.54835,0.55099,0.34528,0.2748,0.25306,0.22962
1.3437,-1.4144,-0.67166,-0.90858,0.30217,-0.68884,-0.6997,-0.73098,-0.12858,-0.36144,-0.54399,-0.80903,-0.9978,0.060447,-0.62656,-1.9522,-0.31818,-0.87167,0.10731,-0.58514,-1.854,-0.8515,-0.83496,0.36755,-0.5502,-1.5197,-0.1871,-0.78037,-0.89313,-0.93602,-0.98128,-1.0483
-0.34963,0.1191,-0.052651,-0.23129,-0.19799,-1.3905,-1.3784,-1.3312,-0.4979,-0.32371,-0.46623,-1.4356,-0.11122,0.99841,0.01846,0.14652,-1.3873,-0.21613,0.83932,-0.20964,0.15465,-0.5497,-0.10859,0.96266,-0.20309,0.29265,0.17594,-0.011024,-0.14038,-0.13825,-0.083634,-0.022378
0.28986,-0.31456,0.021049,-0.4587,0.096817,-0.72883,-0.70648,-0.67869,-0.071721,0.2333,0.10376,-0.1924,-0.50042,0.09069,-0.36114,-0.62857,-0.61052,-0.34813,-0.4035,-0.27625,-0.52749,-1.7013,-0.36009,-0.13703,-0.27141,-0.46504,-0.068952,-0.30251,-0.25785,-0.23934,-0.24067,-0.2519
-0.38717,0.040938,-0.23648,-0.56384,-0.41256,1.4105,1.4169,1.3897,-0.19768,0.17176,-0.38303,0.47863,-0.59899,-0.083704,-0.48141,-0.23688,1.5523,-0.50082,-0.12009,-0.39061,-0.093988,1.8072,-0.45718,-0.33687,0.075529,-0.57827,0.46006,0.27689,0.07231,0.016041,0.033971,0.066983
-0.30501,0.13007,0.32197,-0.23985,-0.11513,-1.1323,-1.1841,-1.198,1.0348,1.2771,0.42911,-1.2478,0.18103,0.51433,-0.080286,0.13736,-0.93703,-0.28041,0.35649,-0.28946,0.048823,-1.1039,-0.098626,0.34162,0.025606,0.30513,0.16424,-0.057229,-0.076218,-0.048654,-0.0013892,-0.0071061
0.63025,-0.81453,-0.43983,-0.71531,0.16272,-0.88314,-0.82423,-0.78493,-0.1245,-0.51167,-0.74768,-0.98165,-0.85405,-0.028494,-0.61869,-1.1801,-0.53492,-0.62993,-0.28203,-0.46192,-1.1672,-1.3378,-0.5869,0.028904,-0.43026,-0.90615,-0.089811,-0.49784,-0.56648,-0.59715,-0.64016,-0.67873
