-0.4413,-0.4432,-0.44064,-0.44338,-0.4423,-0.44459,-0.4431,-0.43941,-0.44111,-0.4397,-0.44119,-0.44562,-0.44296,-0.44192,-0.44555,-0.44135,-0.4421,-0.43969,-0.44185,-0.44327,-0.43732,-0.44404,-0.44304,-0.44231,-0.44427,-0.44357,-0.44211,-0.43999,-0.44479,-0.44098,-0.44509,-0.4445,-0.44552,-0.44316,-0.44553,-0.43854,-0.44167,-0.44011,-0.44212,-0.44672,-0.44535,-0.44238,-0.4417,-0.44208,-0.43942,-0.44093,-0.44225,-0.44132,-0.44243,-0.44375,-0.44374,-0.44309,-0.44595,-0.44465,-0.44165,-0.44638,-0.4439,-0.44708,-0.44171,-0.4454,-0.44313,-0.44107,-0.44388,-0.44532,-0.44473,-0.44204,-0.44357,-0.44325,-0.43989,-0.43653,-0.43739,-0.43834,-0.44002,-0.43482,-0.43721,-0.43862,-0.43935,-0.44273,-0.4416,-0.44392,-0.44377,-0.4446,-0.44577,-0.44935,-0.44642,-0.45092,-0.44884,-0.44826,-0.4486,-0.44537,-0.44974,-0.44585,-0.44407,-0.44577,-0.44593,-0.44244,-0.44451,-0.44559,-0.44158,-0.44465
-0.44336,-0.44514,-0.44267,-0.44545,-0.44441,-0.44672,-0.44506,-0.4415,-0.44318,-0.44176,-0.44317,-0.44774,-0.44502,-0.44399,-0.44754,-0.44327,-0.44409,-0.44171,-0.44379,-0.44538,-0.43925,-0.44603,-0.44497,-0.44424,-0.4462,-0.44559,-0.44407,-0.44188,-0.44673,-0.44289,-0.44704,-0.44645,-0.4476,-0.44513,-0.4475,-0.44042,-0.44355,-0.44199,-0.44394,-0.44856,-0.44727,-0.44433,-0.44354,-0.44391,-0.44122,-0.44268,-0.4439,-0.443,-0.4441,-0.44549,-0.44554,-0.44498,-0.44778,-0.44645,-0.4436,-0.44823,-0.4458,-0.44907,-0.44369,-0.44732,-0.44517,-0.44307,-0.44597,-0.44736,-0.44671,-0.44412,-0.44565,-0.44531,-0.4419,-0.43855,-0.43938,-0.44035,-0.44193,-0.43677,-0.43917,-0.44065,-0.4414,-0.44482,-0.44367,-0.44599,-0.44584,-0.44655,-0.44775,-0.45145,-0.44847,-0.4531,-0.45098,-0.45028,-0.45059,-0.44739,-0.4518,-0.44782,-0.44604,-0.44785,-0.44801,-0.44444,-0.44645,-0.44772,-0.44356,-0.44675
3.3392,3.2568,3.609,3.6912,3.3304,3.4547,3.407,3.6072,3.7124,3.5905,3.6153,3.3812,3.7384,3.2511,3.777,3.4712,3.2927,3.6104,3.2494,3.559,3.5335,3.4449,3.5611,3.7303,3.4661,3.7002,3.5377,3.4137,3.4299,3.6105,3.7801,3.7597,3.6608,3.2401,3.4883,3.3152,3.5716,3.3913,3.7094,3.8133,3.6651,3.7471,3.3067,3.3195,3.5067,3.5329,3.7847,3.5973,3.6957,3.7754,3.3769,3.4971,3.4962,3.3168,3.4585,3.3236,3.4846,3.467,3.4441,3.5072,3.5487,3.7239,3.4848,3.803,3.4665,3.4705,3.7311,3.7504,3.4334,3.3959,3.5796,3.5417,3.6437,3.7029,4.0608,3.7945,3.9638,4.2038,4.3838,4.664,4.0428,4.2382,4.1261,4.0466,4.0746,3.6021,3.7719,3.7875,3.815,3.6643,3.5253,3.6909,3.529,3.5525,3.7899,3.5688,3.2493,3.5647,3.3006,3.7523
2.0471,1.7485,1.8184,1.7021,2.1192,2.1986,2.1507,1.64,1.8437,1.6975,1.7189,1.9855,1.4383,1.3616,1.4354,1.2253,1.4469,1.2347,1.1691,1.0951,1.0435,1.5445,1.4979,1.3728,1.6647,1.9666,1.983,1.6153,1.9168,1.8567,1.8244,1.7174,1.8678,1.6902,1.7677,1.8705,1.7544,1.8815,2.2413,2.1688,2.1058,1.8072,2.0373,1.7551,2.0101,2.1486,2.1524,1.8281,1.9228,1.9219,2.0323,2.1531,1.9265,1.8483,2.022,1.9095,2.302,2.0874,1.9338,1.8133,1.804,2.1068,1.8544,1.8993,2.1499,1.8522,2.05,2.2576,1.8161,2.0474,2.0354,1.9366,1.7842,1.9248,1.9664,2.0106,1.7654,2.0076,2.0415,1.8821,2.221,2.1522,1.937,1.8924,2.3244,1.8498,2.178,2.2996,2.2504,1.7994,2.2796,1.9544,1.8299,2.1938,2.0719,2.0668,2.1792,1.9855,1.8276,1.7735
-0.44315,-0.44494,-0.44247,-0.44525,-0.44421,-0.44651,-0.44483,-0.4413,-0.44298,-0.44153,-0.44297,-0.44752,-0.4448,-0.44378,-0.44732,-0.44307,-0.44389,-0.44153,-0.44359,-0.44519,-0.43906,-0.44584,-0.44476,-0.44402,-0.446,-0.44536,-0.44388,-0.44166,-0.44652,-0.44269,-0.44684,-0.44625,-0.44738,-0.4449,-0.44732,-0.44023,-0.44334,-0.44178,-0.44375,-0.44836,-0.44708,-0.44414,-0.44333,-0.44368,-0.44103,-0.44249,-0.44365,-0.44276,-0.44387,-0.44527,-0.44533,-0.44476,-0.44753,-0.44623,-0.44338,-0.44802,-0.44557,-0.44886,-0.44347,-0.44712,-0.44495,-0.44286,-0.44578,-0.44714,-0.44648,-0.44391,-0.44543,-0.44512,-0.44171,-0.43833,-0.43919,-0.44018,-0.44176,-0.43661,-0.43901,-0.44047,-0.44128,-0.44471,-0.44351,-0.44585,-0.44569,-0.44637,-0.44755,-0.45126,-0.44826,-0.45292,-0.45077,-0.4501,-0.45039,-0.44716,-0.45158,-0.44763,-0.44582,-0.44764,-0.44778,-0.44422,-0.44626,-0.44752,-0.44334,-0.44651
-0.44328,-0.44505,-0.44257,-0.44536,-0.44432,-0.44663,-0.44498,-0.44141,-0.44309,-0.44167,-0.44308,-0.44765,-0.44493,-0.44391,-0.44745,-0.44317,-0.444,-0.44163,-0.44371,-0.4453,-0.43918,-0.44595,-0.44489,-0.44416,-0.44611,-0.4455,-0.44398,-0.44179,-0.44664,-0.44281,-0.44695,-0.44637,-0.4475,-0.44504,-0.44742,-0.44034,-0.44347,-0.4419,-0.44385,-0.44846,-0.44719,-0.44423,-0.44345,-0.44382,-0.44113,-0.44259,-0.44381,-0.44291,-0.44401,-0.4454,-0.44545,-0.4449,-0.44769,-0.44637,-0.44351,-0.44815,-0.44571,-0.44899,-0.44361,-0.44725,-0.44511,-0.443,-0.4459,-0.44728,-0.44663,-0.44404,-0.44556,-0.44523,-0.44181,-0.43845,-0.43929,-0.44027,-0.44185,-0.43669,-0.43908,-0.44055,-0.44131,-0.44473,-0.44359,-0.44591,-0.44575,-0.44647,-0.44766,-0.45136,-0.44837,-0.45301,-0.45088,-0.45019,-0.4505,-0.4473,-0.4517,-0.44773,-0.44595,-0.44776,-0.44793,-0.44435,-0.44636,-0.44763,-0.44348,-0.44665
-0.44219,-0.44394,-0.44145,-0.44433,-0.44327,-0.44542,-0.44376,-0.44041,-0.44196,-0.44066,-0.44189,-0.44645,-0.44374,-0.44283,-0.44623,-0.44206,-0.44286,-0.44047,-0.44257,-0.44423,-0.43808,-0.44486,-0.44383,-0.44327,-0.44509,-0.44446,-0.44301,-0.44098,-0.44577,-0.44211,-0.44647,-0.44578,-0.44667,-0.44413,-0.44661,-0.43944,-0.44259,-0.44091,-0.44293,-0.44742,-0.44599,-0.44328,-0.44238,-0.4428,-0.44003,-0.44159,-0.4426,-0.44169,-0.44294,-0.44429,-0.44429,-0.44373,-0.44667,-0.44521,-0.44231,-0.44699,-0.44449,-0.44783,-0.4425,-0.44621,-0.44383,-0.44176,-0.44487,-0.44603,-0.44561,-0.44292,-0.44434,-0.44423,-0.44082,-0.43744,-0.43813,-0.43907,-0.44078,-0.43551,-0.43808,-0.43952,-0.44021,-0.44354,-0.44251,-0.44482,-0.44463,-0.44527,-0.44653,-0.45019,-0.44718,-0.45193,-0.44981,-0.44905,-0.4493,-0.44607,-0.45045,-0.44659,-0.44475,-0.44668,-0.44683,-0.44318,-0.44535,-0.44643,-0.4425,-0.44555
-0.36089,-0.3595,-0.36664,-0.36278,-0.36703,-0.35851,-0.36885,-0.35568,-0.35897,-0.36469,-0.36066,-0.37051,-0.35791,-0.36501,-0.36107,-0.36763,-0.36621,-0.35648,-0.35684,-0.36281,-0.36027,-0.36815,-0.35664,-0.36401,-0.36636,-0.36097,-0.368,-0.35533,-0.36438,-0.36163,-0.35929,-0.36206,-0.3596,-0.36523,-0.36465,-0.36366,-0.35822,-0.3563,-0.3649,-0.36261,-0.36341,-0.3613,-0.36364,-0.36651,-0.3651,-0.3604,-0.35745,-0.35599,-0.36565,-0.3587,-0.36824,-0.36449,-0.36174,-0.35925,-0.35818,-0.35974,-0.36511,-0.36626,-0.36146,-0.35999,-0.35664,-0.35753,-0.36683,-0.35915,-0.36679,-0.35728,-0.36274,-0.36111,-0.35808,-0.35941,-0.35944,-0.36246,-0.36584,-0.35584,-0.36571,-0.36242,-0.36555,-0.36632,-0.37418,-0.37679,-0.37806,-0.38511,-0.38846,-0.38808,-0.38356,-0.38131,-0.38189,-0.37661,-0.37922,-0.3663,-0.37489,-0.36492,-0.36917,-0.36768,-0.36173,-0.36119,-0.3674,-0.36075,-0.36245,-0.36542
-0.44202,-0.44381,-0.44137,-0.44414,-0.44305,-0.44539,-0.4437,-0.44021,-0.44181,-0.44048,-0.44189,-0.44644,-0.44371,-0.44267,-0.44624,-0.44193,-0.44275,-0.44038,-0.4425,-0.44406,-0.43791,-0.44469,-0.44361,-0.4429,-0.44483,-0.44427,-0.44271,-0.44057,-0.44539,-0.4416,-0.44572,-0.44513,-0.44621,-0.44382,-0.44613,-0.43909,-0.44223,-0.4406,-0.44257,-0.44714,-0.44583,-0.44284,-0.44205,-0.44243,-0.43974,-0.44124,-0.44252,-0.44158,-0.44273,-0.44414,-0.44418,-0.44361,-0.44644,-0.44512,-0.44225,-0.44683,-0.44445,-0.44768,-0.44234,-0.44596,-0.44382,-0.44171,-0.44459,-0.44606,-0.44538,-0.44278,-0.44435,-0.44401,-0.44054,-0.43723,-0.43805,-0.43901,-0.44063,-0.43549,-0.4379,-0.43933,-0.44013,-0.4435,-0.44231,-0.44467,-0.44448,-0.44523,-0.44644,-0.45004,-0.4471,-0.45173,-0.44959,-0.44889,-0.44922,-0.44602,-0.45048,-0.44652,-0.44474,-0.44653,-0.44669,-0.44317,-0.44515,-0.44636,-0.44223,-0.44543
-0.035412,-0.028148,-0.076023,-0.029127,-0.05475,-0.021489,-0.0087572,-0.016421,-0.078403,-0.053573,0.0088786,-0.030745,-0.061907,-0.054453,-0.022586,-0.064898,0.011665,-0.080362,-0.041677,-0.0096999,-0.037933,-0.023443,0.016685,-0.0585,0.033709,0.0024453,-0.010918,-0.001388,-0.017555,-0.021229,0.0058105,0.081238,0.10761,0.16149,0.16374,0.072631,0.11848,0.021667,0.066732,-0.0060894,0.025024,0.044138,-0.028285,-0.012523,0.0234,-0.029926,-0.03238,-0.010179,0.014048,-0.02554,-0.0031808,-0.019293,-0.06844,0.0035821,-0.0094342,-0.017906,0.007778,-0.013821,-0.055652,-0.031193,-0.014685,-0.0578,0.013487,-0.079393,-0.012315,-0.032371,-0.068363,-0.05993,-0.078343,-0.0071138,-0.023415,-0.0511,-0.06791,0.0087268,-0.023243,-0.027217,-0.051843,-0.051604,-0.032837,-0.057724,-0.052049,-0.027321,-0.073059,-0.036974,-0.049744,-0.052226,-0.018641,-0.05794,-0.068902,0.01663,-0.075176,-0.01138,-0.06426,-0.076111,0.0076914,-0.057473,-0.020999,-0.053992,-0.0041973,-0.03828
