-0.0091157,-1.2369,-0.017735,-1.2354,-0.023806,-1.2321,-0.029988,-1.2249,-0.0213,-1.2077,-0.044948,-1.2623,-0.17256,-1.3892,-0.43944,-1.4715,-0.80393,-1.3915,-1.1729,-1.1528,-1.4718,-0.73825,-1.7543,-0.35324,-2.0014,0.31794,-2.0811,1.0359,-2.1187,1.5204,-2.1827,1.5351,-2.3069,1.1977,-2.3285,0.64534,-2.2265,0.041032,-2.0106,-0.54942,-1.6621,-1.0096,-1.2119,-1.4413,-0.65609,-1.8307,-0.1322,-2.0196,0.30699,-1.9336,0.59987,-1.7036,0.75567,-1.6032,0.76128,-1.6497,0.62792,-1.7746,0.31105,-1.8212,-0.15714,-1.7718,-0.67496,-1.537,-1.0819,-1.1497,-1.3329,-0.68461,-1.4762,-0.32996,-1.5621,0.026756,-1.6136,0.46762,-1.6602,0.8005,-1.6631,0.76773,-1.5621,0.43306,-1.3516,0.092228,-1.0681,-0.26089,-0.72908,-0.65882,-0.36662,-0.99613,-0.0047719,-1.1566
-1.6136,-1.2739,-1.6271,-1.2848,-1.6368,-1.2692,-1.5796,-1.3488,-1.4268,-1.4318,-1.1616,-1.5134,-0.78892,-1.5045,-0.3971,-1.3663,0.00021851,-1.1484,0.37465,-0.78001,0.66967,-0.29468,0.89732,0.25297,1.0229,0.69696,1.0595,1.0088,1.0761,1.1351,1.0813,1.1496,1.0541,1.0043,0.91288,0.56794,0.67491,-0.086347,0.30686,-0.7751,-0.19089,-1.3161,-0.84933,-1.6035,-1.4837,-1.6664,-1.8881,-1.5424,-2.035,-1.5096,-2.0684,-1.4774,-2.0833,-1.4412,-2.0753,-1.4877,-2.0034,-1.549,-1.814,-1.5825,-1.4719,-1.6931,-0.91514,-1.7395,-0.35355,-1.6708,0.13402,-1.3387,0.51409,-0.70215,0.85017,-0.055713,1.0871,0.44075,1.1367,0.60051,1.1104,0.67442,1.0787,0.80944,0.98542,0.56141,0.73824,0.0174,0.42196,-0.51624,0.040094,-0.87058,-0.37363,-0.97462
1.3619,0.20771,1.3673,0.19812,1.3936,0.16624,1.4012,0.12601,1.3842,0.012646,1.3586,-0.13241,1.2169,-0.28664,0.89393,-0.65648,0.63505,-0.36486,0.3433,-0.35199,0.010763,-0.26695,-0.29135,-0.11903,-0.4943,0.18257,-0.65818,0.43926,-0.76422,0.72225,-0.90684,1.1068,-0.98686,1.2721,-0.98563,0.98605,-0.7698,0.53486,-0.36907,-0.049746,0.16789,-0.21896,0.63609,-0.27383,0.9537,-0.31887,1.2483,-0.40726,1.543,-0.0095794,1.7036,0.33244,1.7841,0.55082,1.8007,0.60141,1.7901,0.43277,1.6685,0.040001,1.4027,-0.3725,1.0173,-0.5715,0.63872,-0.4447,0.19511,-0.43191,-0.22486,-0.28705,-0.52829,-0.069498,-0.72267,0.30643,-0.88225,0.57384,-1.0159,0.84774,-1.0802,1.1052,-1.0827,1.2316,-0.96674,1.0378,-0.72004,0.7278,-0.41082,0.14632,0.08099,-0.016332
1.3425,-1.0516,1.3673,-0.95114,1.335,-0.91033,1.3617,-0.93986,1.3942,-0.70957,1.2766,-0.22032,0.95569,0.22613,0.4918,0.60539,0.042504,0.85095,-0.30502,0.8216,-0.50401,0.60623,-0.53516,0.26678,-0.47407,-0.15582,-0.37358,-0.59137,-0.25758,-0.95669,-0.18386,-1.0776,-0.21044,-0.85547,-0.19842,-0.43859,-0.04146,-0.022623,0.23441,0.30489,0.67025,0.45868,1.1858,0.4072,1.6226,0.19057,1.8778,-0.25922,1.9658,-0.90631,1.9394,-1.4774,1.9556,-1.8137,2.0172,-1.5687,2.0423,-0.95286,1.9466,-0.34179,1.6256,0.083437,1.1375,0.42511,0.56482,0.68942,0.02195,0.69788,-0.29383,0.29983,-0.37512,-0.26206,-0.31009,-0.74169,-0.19692,-0.98615,-0.15614,-0.77893,-0.12585,-0.266,0.020937,0.21285,0.33272,0.52102,0.73913,0.63705,1.1719,0.56062,1.5305,0.32329
0.28257,0.51638,0.29441,0.50706,0.30855,0.50035,0.24638,0.43584,-0.051404,0.28656,-0.40352,0.21909,-0.69489,0.25177,-0.958,0.39506,-1.1849,0.5943,-1.3297,0.8216,-1.4409,0.98047,-1.4698,1.0383,-1.4856,1.1301,-1.4103,1.0495,-1.3329,0.99744,-1.2471,0.86404,-1.1643,0.69187,-1.032,0.47502,-0.9011,0.31189,-0.73118,0.14369,-0.45407,-0.041501,-0.10073,-0.19271,0.23953,-0.26953,0.48627,-0.22631,0.76232,0.071986,0.96425,0.49404,1.0985,0.648,1.0753,0.61764,1.0774,0.62614,0.93414,0.35809,0.63395,0.083437,0.29676,-0.026506,-0.0052037,-0.030906,-0.31421,0.10328,-0.5599,0.29983,-0.73888,0.53565,-0.87272,0.79014,-0.96561,1.0272,-1.0345,1.221,-1.0339,1.1993,-0.9714,1.0976,-0.85615,0.97157,-0.72004,0.84441,-0.53462,0.63595,-0.28782,0.42034
0.63266,0.91145,0.54801,0.87781,0.46497,0.82205,0.36482,0.77046,0.12932,0.63524,-0.18838,0.54552,-0.57996,0.58506,-0.94739,0.73685,-1.1108,0.83741,-1.2146,1.0287,-1.3277,1.2715,-1.287,1.3138,-1.172,1.1842,-1.0342,1.0495,-0.91929,0.92866,-0.74738,0.86404,-0.48771,0.72163,-0.18687,0.67632,0.1257,0.69417,0.4155,0.80457,0.64632,0.92658,0.85832,1.1045,0.99907,1.1108,1.0716,1.4847,1.0225,1.4579,0.99638,1.205,0.9164,0.98811,0.71796,0.87671,0.45249,0.7389,0.13302,0.64444,-0.22396,0.68092,-0.54395,0.78328,-0.78638,0.88863,-0.92539,0.96548,-1.0427,1.1014,-1.1122,1.2371,-1.0884,1.2604,-0.99343,1.1605,-0.86802,1.0878,-0.69108,0.93042,-0.41494,0.69546,-0.11887,0.57398,0.19536,0.58521,0.49988,0.76151,0.68137,0.85701
-1.3899,-1.3109,-1.3637,-1.3342,-1.3337,-1.3805,-1.244,-1.4604,-1.0453,-1.5812,-0.69037,-1.6891,-0.13076,-1.7097,0.55532,-1.5766,1.1535,-1.2024,1.6085,-0.5867,1.8845,0.079555,1.9539,0.68008,1.9737,0.87291,1.9336,0.98167,1.9343,1.0388,1.9106,1.0068,1.7751,0.54307,1.4686,-0.14438,1.0809,-0.81917,0.54822,-1.4037,-0.047368,-1.8486,-0.65045,-2.0251,-1.2683,-1.8965,-1.7004,-1.526,-1.8507,-1.3465,-1.8434,-1.3643,-1.794,-1.4736,-1.6315,-1.6011,-1.214,-1.8874,-0.60125,-2.0915,0.16597,-2.1176,0.96276,-1.7706,1.5254,-1.1344,1.8148,-0.40218,1.8837,0.21394,1.817,0.53565,1.7623,0.6961,1.6183,0.57384,1.4432,0.12774,1.1991,-0.44081,0.88339,-0.99356,0.51702,-1.3873,0.050338,-1.5789,-0.41082,-1.5234,-0.79388,-1.2658
-1.8469,-1.348,-1.8709,-1.3589,-1.8616,-1.3434,-1.8855,-1.3488,-1.8484,-1.4069,-1.4894,-1.4631,-0.9456,-1.5174,-0.3971,-1.3663,0.074287,-0.99973,0.50012,-0.49007,0.79327,0.135,1.009,0.66634,1.0735,0.92705,1.09,0.99526,1.0968,1.1213,1.092,1.1354,1.0652,0.79599,0.87817,-0.0050323,0.51972,-0.86693,-0.043211,-1.4682,-0.74112,-1.784,-1.4809,-1.8305,-1.9031,-1.6664,-2.0427,-1.5753,-2.1651,-1.5748,-2.1541,-1.5905,-2.1154,-1.6194,-2.0646,-1.5687,-1.8389,-1.6618,-1.3913,-1.8052,-0.68083,-1.8504,0.04563,-1.6461,0.62813,-1.119,0.92858,-0.50621,1.0954,0.14239,1.2044,0.6732,1.2184,0.8573,1.1923,0.96051,1.1659,0.96772,1.1343,0.675,0.99468,0.13248,0.78431,-0.43315,0.45818,-0.89204,-0.030624,-1.1719,-0.5366,-1.1687
-1.7983,-1.5702,-1.7734,-1.6184,-1.7345,-1.5662,-1.55,-1.6586,-1.1758,-1.6684,-0.64938,-1.5636,-0.12034,-1.2994,0.29074,-0.82741,0.56098,-0.20275,0.68834,0.36597,0.74174,0.82802,0.77536,1.0659,0.78017,1.0894,0.75459,0.94101,0.66262,0.57083,0.45403,0.050291,0.14454,-0.70674,-0.31423,-1.4607,-0.82949,-2.0139,-1.407,-2.3869,-1.9372,-2.4939,-2.2762,-2.3493,-2.4699,-2.1101,-2.4514,-2.1841,-2.3169,-2.2922,-2.1327,-2.5116,-1.869,-2.5911,-1.6315,-2.5404,-1.1043,-2.5158,-0.4789,-2.2824,0.13256,-1.8346,0.60247,-1.21,0.87093,-0.55195,0.97951,0.014084,0.98708,0.45726,0.88847,0.6732,0.75892,0.60201,0.66436,0.37385,0.52797,-0.018904,0.26332,-0.58867,-0.1089,-1.074,-0.61654,-1.3078,-1.1097,-1.3586,-1.4012,-1.3727,-1.5401,-1.29
0.89519,0.15832,0.89913,0.18579,0.91467,0.15384,0.86822,0.026852,0.77183,-0.41075,0.51849,-0.59692,0.20356,-0.46613,-0.23838,-0.43304,-0.68757,-0.25679,-0.88008,0.13126,-1.0909,0.31517,-1.2463,1.0108,-1.3338,1.2519,-1.2985,1.28,-1.2502,1.0112,-1.0344,0.54999,-0.79831,0.037168,-0.25629,-0.25282,0.19731,-0.1979,0.64482,-0.19479,0.94537,-0.25123,1.2092,0.29372,1.3392,0.73288,1.3477,0.87596,1.3045,0.82199,1.2107,0.47785,1.0021,-0.21033,0.65303,-0.49986,0.11262,-0.59836,-0.51226,-0.48493,-1.0708,-0.34106,-1.472,0.098087,-1.5992,0.85798,-1.6792,1.4561,-1.6733,1.7742,-1.6004,1.691,-1.4635,1.3814,-1.2898,0.76052,-1.0252,0.23442,-0.57989,-0.091252,-0.081092,-0.095455,0.36035,-0.075344,0.63038,-0.062726,0.80054,0.096102,0.99019,0.39607
