0.70842,-0.69504,0.076211,0.45053,12
0.35566,-0.8068,0.93309,0.21931,12
-0.1538,0.54567,-0.74451,0.38042,6
-0.084373,-0.23536,-0.21239,-0.61751,1
-0.80468,0.26644,-0.37227,-0.92795,5
-0.22906,0.73925,-0.70723,0.44475,6
0.50844,0.61349,-0.46209,-0.1768,13
-0.65307,-0.84056,-0.064638,-0.30885,1
-0.32137,-0.66173,-0.80765,0.86416,2
-0.9984,0.58775,0.3495,0.81051,8
-0.90839,-0.53664,0.30521,-0.3282,3
0.27414,-0.76117,0.81146,-0.29978,11
0.75917,-0.17618,0.085244,0.8457,12
0.3724,-0.26158,-0.57539,-0.10142,9
0.73955,-0.82458,0.79786,-0.32141,11
0.7751,-0.93863,0.30172,0.046134,12
0.53596,-0.32566,0.81202,0.46196,12
0.27381,0.75697,0.47391,-0.22235,15
0.21146,-0.578,0.77788,0.081322,12
0.021832,-0.10815,-0.68463,0.65184,10
0.36449,-0.87982,0.8275,0.97424,12
0.79914,0.77079,0.63875,0.35698,16
0.2536,-0.22369,-0.26257,-0.67631,9
-0.0041822,-0.92471,0.69073,0.19648,4
0.079167,0.40599,-0.8811,-0.035655,13
0.72902,0.33662,0.65084,-0.64048,15
0.5169,0.24709,-0.59847,0.92817,14
-0.24891,-0.095488,-0.33328,0.40645,2
-0.99633,0.60855,0.25047,-0.64343,7
0.29454,-0.38703,0.63203,0.53119,12
-0.52339,-0.42503,0.52655,0.20392,4
0.491,0.36198,-0.71244,-0.86637,13
-0.065356,0.21169,-0.77744,0.98854,6
-0.12188,-0.21731,0.82636,0.93277,4
0.41479,0.14893,-0.67828,-0.1813,13
-0.46221,0.83549,0.59107,-0.50583,7
0.46103,-0.32185,-0.41782,0.95057,10
0.1432,-0.83778,0.40685,0.6991,12
0.74374,0.93765,-0.46081,0.90746,14
-0.58614,-0.17952,-0.61035,0.18362,2
0.562,-0.90413,-0.32915,0.54506,10
-0.41711,0.47113,0.65575,-0.63011,7
-0.31434,0.77947,0.28134,-0.56734,7
0.074324,0.45934,0.7983,-0.21938,15
0.4729,0.13455,-0.36222,-0.33426,13
-0.33432,-0.63276,-0.97147,-0.08398,1
0.02044,0.5719,-0.10597,-0.86623,13
0.11262,0.099533,-0.36578,-0.67467,13
0.30365,0.13743,0.27046,0.61022,16
0.40877,-0.27046,-0.93179,-0.99471,9
0.79525,0.57244,0.585,0.051871,16
0.22609,0.16865,0.22447,-0.018441,15
-0.5528,-0.50286,0.12238,0.79094,4
0.53988,-0.94628,-0.12606,0.14079,10
-0.23992,-0.069748,-0.5728,-0.93072,1
-0.40587,-0.34884,-0.17902,-0.48089,1
0.35866,0.84897,0.57579,-0.51749,15
-0.0338,0.26292,0.87772,0.13745,8
0.97877,0.85851,-0.31209,0.25524,14
