0.00039291,-0.91403,3
-0.9955,0.16081,2
-0.21416,-0.73954,1
0.36751,-0.47282,3
-0.26119,0.42286,2
-0.56648,-0.8534,1
-0.51301,-0.29614,1
-0.89618,-0.65421,1
-0.3905,0.52731,2
0.58032,-0.49494,3
0.63623,-0.85312,3
0.99744,0.73567,4
-0.03007,0.17146,2
0.84244,-0.21253,3
0.83571,0.43997,4
0.42537,-0.55648,3
-0.52418,0.54406,2
0.25785,-0.18524,3
0.32653,-0.85099,3
-0.91228,0.87124,2
-0.059451,-0.12616,1
-0.058849,-0.97904,1
0.7621,0.87125,4
-0.58643,-0.36108,1
-0.36292,-0.61394,1
0.9504,0.32256,4
-0.7616,-0.49767,1
-0.52881,-0.74678,1
0.19413,0.58148,4
0.35816,-0.69153,3
0.5154,0.013001,4
-0.67787,0.57318,2
0.34168,-0.53526,3
-0.0431,0.51303,2
-0.028479,0.72156,2
0.25976,-0.095167,3
0.15449,0.22722,4
-0.31408,0.50797,2
0.74162,-0.22981,3
-0.9516,0.52422,2
0.94923,-0.49768,3
-0.80793,0.97252,2
-0.53791,0.85417,2
0.68354,0.55211,4
-0.99028,0.1795,2
-0.063824,-0.37547,1
0.51397,0.38045,4
0.59135,-0.4304,3
0.50724,-0.12708,3
-0.72975,0.63839,2
0.47263,-0.93214,3
0.062511,-0.32519,3
-0.63111,-0.128,1
-0.65294,-0.43836,1
-0.77997,0.89474,2
-0.3889,-0.22886,1
0.25487,0.62671,4
-0.25677,0.88474,2
-0.8542,-0.8702,1
0.15084,-0.7626,3
0.60235,0.88584,4
0.47811,-0.60454,3
-0.73585,-0.15095,1
0.32732,-0.3585,3
-0.88092,0.80515,2
0.12369,0.58566,4
0.63873,-0.19842,3
-0.80053,0.43593,2
-0.49387,0.6023,2
-0.20134,0.4223,2
-0.67639,0.32285,2
0.5187,-0.094637,3
-0.89057,0.17315,2
0.033162,0.27857,4
-0.9211,-0.31503,1
-0.98978,0.63203,2
0.032064,0.65728,4
-0.7234,-0.95376,1
-0.38436,0.50677,2
-0.753,0.14016,2
0.45133,-0.17573,3
0.46093,0.43957,4
0.84221,-0.6795,3
-0.99304,-0.63522,1
-0.25531,0.86075,2
-0.35304,0.32859,2
-0.78986,-0.81689,1
-0.83368,-0.30406,1
0.35963,-0.88195,3
-0.83447,0.88913,2
-0.55678,-0.51601,1
0.40811,0.92324,4
-0.070401,0.62218,2
-0.95595,0.018186,2
0.8819,-0.92105,3
-0.78854,-0.88429,1
0.41235,-0.79611,3
-0.96218,0.057079,2
0.8591,0.42617,4
-0.043338,0.98226,2
-0.98393,-0.53005,1
0.9759,0.5423,4
0.30907,-0.052897,3
0.64397,-0.16855,3
-0.78623,-0.49861,1
-0.31144,0.67837,2
-0.59595,0.038469,2
0.30209,-0.77212,3
-0.0026685,-0.0077327,1
0.041369,-0.022747,3
0.058173,0.7381,4
-0.53187,-0.97304,1
-0.48213,0.06578,2
0.35781,0.77922,4
-0.53792,0.052751,2
-0.78573,-0.768,1
0.082764,-0.27622,3
-0.09182,-0.35957,1
-0.40285,-0.20989,1
0.75103,-0.85467,3
0.35406,0.87462,4
-0.46239,0.56971,2
0.56102,0.82787,4
0.91503,0.62507,4
-0.92977,0.47466,2
-0.52243,-0.78025,1
0.091584,0.14517,4
-0.94543,-0.99109,1
0.65755,0.74596,4
0.21237,-0.19164,3
-0.39786,0.50156,2
-0.085614,-0.97818,1
-0.65589,0.84522,2
0.52708,-0.025779,3
0.93558,-0.50021,3
-0.88518,-0.11962,1
-0.44577,-0.31874,1
0.12951,0.87838,4
0.75133,-0.39702,3
-0.94895,-0.90911,1
-0.21021,-0.016755,1
-0.20313,0.98266,2
-0.86073,-0.049489,1
-0.028052,0.27552,2
0.64801,0.34883,4
-0.72233,0.55536,2
0.41947,-0.34568,3
0.80578,0.78381,4
-0.298,-0.92267,1
-0.65464,-0.82731,1
-0.4611,0.19591,2
-0.78633,-0.94507,1
0.49336,0.17818,4
0.87813,0.45693,4
0.23853,0.62884,4
0.30196,0.76735,4
-0.48745,0.73298,2
0.18152,0.89613,4
-0.80375,-0.74952,1
-0.38368,0.43511,2
-0.14683,0.61123,2
0.67812,-0.025163,3
0.62688,-0.48995,3
-0.83514,-0.29529,1
-0.013682,-0.23892,1
0.83738,-0.83795,3
-0.78285,0.10116,2
0.89455,0.73587,4
-0.20483,0.1987,2
-0.48883,-0.59134,1
0.018553,-0.88369,3
0.69843,0.29593,4
-0.60414,0.19907,2
0.96059,-0.81547,3
0.51235,0.77437,4
0.45216,0.085229,4
0.22533,-0.57046,3
0.69109,-0.2784,3
0.0096786,-0.96861,3
0.67971,-0.33208,3
0.059313,0.23725,4
0.54346,-0.70332,3
0.20382,0.30183,4
0.9985,-0.96233,3
0.018266,-0.68347,3
0.69603,-0.53636,3
0.8453,0.92115,4
0.78557,-0.84207,3
-0.30945,-0.70887,1
-0.77136,0.52597,2
0.0029966,-0.90121,3
0.61697,-0.9243,3
0.59646,0.5785,4
-0.31644,0.086372,2
0.27762,-0.65359,3
0.19532,-0.51336,3
-0.85719,-0.31049,1
0.38212,0.51904,4
