0.68145,0.75884,0.027938,0.15264,0.47746,0.090439,64
0.23693,-0.035277,0.26683,-0.43371,-0.4253,0.88591,42
-0.80015,-0.86699,0.72589,-0.21034,-0.39636,0.46771,10
0.7609,-0.83356,0.18557,0.79005,0.00052591,-0.54283,47
-0.96001,-0.8472,-0.72479,0.12591,0.82879,0.15721,8
-0.033838,-0.96573,0.17626,0.79908,0.47112,-0.78625,15
-0.24071,-0.55113,-0.84158,-0.774,0.74457,-0.17534,3
0.30989,-0.40423,-0.99654,0.72117,0.85839,0.26118,40
-0.86883,0.40516,-0.64191,0.74547,0.9808,0.11424,24
0.62397,-0.78811,-0.8967,-0.65251,-0.46632,0.85168,34
-0.81698,0.56843,0.20724,-0.45418,-0.17748,0.072871,26
-0.33663,-0.75606,-0.52519,-0.29393,-0.78572,0.053784,2
0.16836,-0.66912,-0.55016,0.31727,-0.36578,-0.5908,37
0.48003,0.78017,0.98939,-0.7172,-0.074788,0.060277,58
-0.67689,0.72231,-0.37548,-0.26077,-0.9367,-0.47766,17
0.065961,-0.97077,-0.94802,-0.00095593,0.92298,0.67857,36
0.1677,0.86995,-0.76894,-0.78858,-0.89531,0.94504,50
0.30906,-0.37011,-0.14721,-0.11746,-0.32515,-0.73401,33
-0.8567,0.91831,0.82192,0.9908,0.96752,0.78341,32
-0.5043,0.98525,-0.041413,-0.35853,0.41815,-0.46257,19
0.39955,0.39381,0.69431,-0.66913,-0.67551,-0.71872,57
0.053938,0.54392,0.094483,-0.44029,0.85889,-0.86778,59
-0.34335,-0.020736,0.36072,-0.36339,0.44564,0.17753,12
0.6495,0.10325,-0.096823,0.99355,0.73359,-0.89141,55
-0.55251,-0.51903,-0.17874,-0.45582,0.69808,-0.70773,3
0.99737,0.60208,0.92625,0.92536,-0.86778,0.91562,62
0.73782,-0.0096817,-0.68137,-0.69552,-0.59617,0.52572,34
0.58568,-0.1499,0.83997,-0.084721,-0.51117,-0.76632,41
0.2216,-0.26699,-0.59354,-0.94464,-0.9958,-0.35237,33
0.91704,-0.82494,0.49975,0.24496,-0.23255,-0.70972,45
0.088734,-0.54703,-0.92325,0.25886,-0.023086,-0.26944,37
-0.39722,-0.67992,0.12819,0.1261,-0.85757,-0.36202,13
0.15291,-0.25643,0.0052764,0.45497,0.57135,0.71178,48
0.74533,0.25229,0.15667,-0.78864,0.36252,0.59427,60
0.028662,0.45107,-0.24864,0.54653,-0.5791,0.60402,54
-0.32794,0.17545,-0.81053,0.8824,0.89206,0.93544,24
-0.93743,-0.07894,0.60047,-0.25568,0.91711,-0.8141,11
0.70243,0.19384,0.3453,-0.26078,0.61154,-0.28577,59
-0.76164,0.42614,-0.98517,0.57765,0.69279,0.84684,24
-0.7758,-0.12922,0.61519,0.87548,-0.47869,0.17601,14
-0.84132,-0.83534,0.62299,0.62186,-0.026134,-0.79837,13
-0.46503,-0.82382,-0.10432,-0.11423,0.37134,0.88002,4
0.36893,-0.40573,-0.77727,0.77306,0.51472,0.653,40
-0.25616,0.77938,0.050101,0.9137,0.12482,-0.01932,31
-0.7326,-0.70669,-0.6774,0.50368,0.79131,-0.49596,7
0.90011,0.037605,-0.23777,0.091291,0.088251,-0.48751,55
-0.6485,0.1765,-0.79396,0.46375,0.51197,-0.59729,23
0.21086,0.17472,0.011686,-0.30963,-0.94651,0.42522,58
-0.44044,-0.37182,0.039445,0.98263,0.098544,0.15368,16
0.24772,-0.99866,-0.82417,-0.6109,0.33934,0.13721,36
0.31742,-0.67874,-0.82072,0.99904,0.42966,0.49481,40
-0.18251,0.69135,-0.21695,0.78978,-0.55997,-0.047208,21
-0.12684,0.42727,0.97778,-0.9576,-0.55361,0.34132,26
0.084422,0.55423,-0.4607,-0.19814,-0.0050236,0.60254,50
0.88968,0.99084,-0.78611,-0.97867,0.95703,-0.33157,51
-0.43861,0.65336,0.35057,-0.33323,0.65699,-0.86555,27
0.784,-0.8135,-0.42957,-0.91188,-0.62042,0.20473,34
-0.056177,0.72323,-0.67572,-0.80717,0.91529,-0.063906,19
-0.81828,0.38821,0.09584,-0.39712,0.59829,-0.37078,27
0.77688,-0.64624,-0.78615,-0.08116,-0.16828,-0.48376,33
0.12385,0.52851,0.14624,0.50215,0.79678,-0.77823,63
-0.037598,-0.843,0.71868,-0.82168,-0.68627,0.2545,10
-0.78908,0.58128,-0.91449,-0.64579,-0.63998,0.21544,18
-0.72935,-0.4209,0.77042,-0.95441,-0.35661,-0.49631,9
0.91986,0.46309,-0.3978,0.89289,-0.0058194,0.60622,54
-0.87559,-0.33089,0.30244,-0.86845,0.52754,-0.24578,11
-0.080858,0.66975,0.92758,-0.89188,-0.17826,-0.68741,25
0.97017,-0.92771,-0.31827,-0.32204,0.83517,-0.6336,35
0.76088,0.35262,0.82298,-0.23425,-0.68382,-0.05845,57
0.66086,0.76383,-0.25929,-0.65149,0.45557,0.27125,52
0.37389,0.21425,-0.31994,-0.056216,0.48544,-0.6481,51
-0.0011192,0.9914,-0.33554,0.65517,-0.81629,0.16343,22
0.49734,0.70394,-0.90453,0.1236,0.26956,0.21687,56
0.51114,-0.50182,0.38619,-0.8618,0.18367,-0.68145,43
0.41287,-0.60314,-0.33958,0.79682,0.99616,-0.66198,39
0.43706,-0.4996,-0.263,0.84315,0.3206,-0.52347,39
-0.47357,-0.84261,0.79514,0.084597,0.93546,-0.95624,15
0.022762,-0.39025,0.44759,0.17841,0.35238,-0.74328,47
-0.99429,-0.14342,0.51068,-0.26053,-0.4927,-0.62452,9
0.42723,-0.46018,0.27431,-0.14621,-0.54201,-0.76547,41
0.83133,0.92469,0.80469,0.2751,0.1541,-0.27579,63
-0.97144,-0.14427,-0.49046,-0.69737,-0.38051,-0.036393,1
-0.86687,0.82649,-0.59446,0.93861,0.17246,0.59422,24
0.24196,-0.032017,0.19188,-0.76984,-0.75946,-0.91374,41
0.0087833,0.4754,-0.28189,0.27791,-0.87356,-0.32718,53
0.014497,-0.93553,0.58444,0.96572,-0.8702,0.64828,46
0.17355,0.13751,-0.72943,0.044656,-0.09382,0.92036,54
-0.50731,-0.59819,-0.068722,0.052582,-0.54174,0.43858,6
0.41261,0.53791,-0.20023,0.65409,-0.1194,-0.057997,53
0.4543,0.12832,-0.89053,0.28391,0.8197,0.45989,56
-0.10651,0.60092,0.2377,0.63221,0.79951,0.23308,32
-0.56311,-0.97236,-0.20496,0.29242,-0.93072,-0.29841,5
0.0018468,-0.79587,-0.77935,-0.76641,-0.98103,-0.72924,33
-0.29519,0.52772,-0.076325,0.50777,0.9515,0.42186,24
-0.16283,0.27042,-0.3769,-0.69564,0.40537,-0.25054,19
0.66076,-0.67269,0.20003,-0.80887,0.025155,0.70406,44
-0.83398,-0.78961,-0.22984,-0.10341,0.18289,0.50094,4
0.42221,-0.38106,0.27185,0.49346,-0.09975,0.33162,46
-0.92047,0.51003,0.5255,0.975,0.72069,0.17996,32
0.16368,0.21681,0.80637,0.057611,0.37561,0.56392,64
