-0.065341,0.034539,0.70286,0.75745,8
-0.76289,-0.99165,-0.11184,-0.91612,1
0.29766,-0.026427,0.25774,0.36375,12
-0.97847,0.40557,-0.27758,0.0041358,6
-0.29153,-0.64675,0.32457,-0.70352,3
0.99998,0.80509,0.73348,-0.98443,15
0.49868,-0.93934,0.69503,0.66991,12
-0.47645,0.41954,0.22195,-0.12823,7
-0.96285,0.14369,-0.71433,0.15573,6
-0.97141,0.86474,-0.6703,0.028488,6
-0.041813,-0.51329,-0.38212,0.50257,2
0.05129,-0.27884,-0.59287,-0.12018,9
0.9528,-0.2106,0.50502,-0.082612,11
0.47371,0.12791,-0.090403,0.88986,14
0.15555,0.65955,0.49524,-0.11093,15
-0.7182,-0.96257,0.054197,0.65711,4
-0.362,0.091147,0.69247,-0.57947,7
0.93717,0.11143,-0.10741,-0.42775,13
-0.65025,-0.53896,0.37725,0.85778,4
-0.54624,0.88109,-0.11658,-0.87087,5
0.85795,0.71746,-0.35902,-0.18648,13
0.85507,0.32644,-0.92092,-0.3643,13
0.047037,-0.24511,0.34444,0.14594,12
-0.46725,-0.2284,-0.95687,0.25044,2
0.29088,0.088774,0.60684,-0.52691,15
-0.57338,-0.29449,-0.70715,-0.89143,1
-0.70387,0.70567,-0.58336,-0.66298,5
-0.94738,0.4093,0.3955,0.88288,8
0.902,-0.9007,0.88697,0.55465,12
0.78385,0.63585,0.92675,-0.12578,15
0.55646,0.29679,-0.089901,0.8443,14
0.13226,0.61986,-0.20464,0.52001,14
-0.67534,-0.82089,0.27383,-0.91421,3
0.08453,-0.51341,-0.53504,-0.30666,9
0.93869,0.35414,-0.39818,-0.036633,13
-0.33653,-0.37555,-0.66149,0.12696,2
-0.4257,0.95762,0.71577,0.73795,8
-0.52332,0.043264,-0.30286,0.12854,6
0.08299,-0.11212,-0.59385,0.82111,10
-0.96548,0.15385,0.069149,-0.88064,7
-0.80353,0.75827,-0.079521,0.68734,6
0.54751,-0.56531,0.1787,-0.98456,11
-0.23367,0.52379,-0.50097,-0.67628,5
-0.63387,0.20138,0.53512,0.41874,8
-0.35595,0.51971,0.32751,0.52947,8
