-0.4554,-0.93351,0.23966,0.82807,0.72237,-0.082251,15
-0.89582,0.13993,-0.024668,0.0061109,-0.87143,-0.76907,21
0.41254,-0.18084,0.93612,-0.42044,0.31878,-0.93623,43
0.2882,0.38298,0.32208,-0.75554,0.94879,-0.14618,59
0.97913,0.89535,-0.37497,-0.46245,0.63987,-0.88924,51
0.96212,0.10287,0.32933,-0.44458,0.14045,-0.66302,59
-0.42583,-0.21345,0.48787,0.99483,0.094983,-0.64827,15
-0.65265,-0.1364,0.8095,-0.57274,0.16729,0.57216,12
0.30642,0.39847,0.0936,0.3358,-0.42214,-0.86198,61
0.45445,-0.2229,0.99108,-0.33102,-0.3968,0.027328,42
0.50444,-0.46974,-0.29543,-0.91085,-0.00096415,0.75172,34
0.38169,-0.021494,0.71996,0.053751,0.28028,0.74651,48
0.44865,-0.81888,0.91196,0.2714,0.62761,0.19147,48
0.79549,0.035945,0.093886,-0.34035,0.52192,0.17101,60
-0.22658,-0.4223,0.30153,-0.073071,-0.041385,0.16404,10
-0.91964,-0.87007,0.050019,-0.057548,-0.61504,0.017493,10
0.67629,-0.24813,-0.67067,-0.30976,-0.46526,0.055884,34
-0.67422,-0.82526,-0.18903,-0.55771,0.6687,0.9993,4
-0.80887,-0.27502,-0.2044,0.028786,-0.48513,-0.74567,5
-0.79528,-0.43768,-0.27494,0.072151,0.22892,-0.62899,7
-0.15294,0.48142,-0.37078,-0.65843,-0.28935,0.24828,18
-0.87569,-0.31054,0.55446,0.35297,-0.2478,-0.11831,13
-0.92008,0.73215,0.23253,-0.35148,0.50591,0.95358,28
0.042357,0.48719,0.32612,-0.67691,0.13506,0.21477,60
-0.71121,0.40201,-0.54726,0.27721,-0.37566,0.78822,22
0.6425,-0.74826,0.47403,-0.42815,-0.54098,0.87376,42
0.71875,-0.50055,0.93872,-0.25896,0.26475,0.56762,44
-0.59691,0.38197,-0.51923,-0.41625,0.87356,0.78997,20
0.84053,-0.31187,-0.64192,0.88552,0.078248,0.58708,40
0.16529,0.78108,0.32062,-0.1075,0.91978,0.11812,60
0.56073,-0.37989,-0.22461,0.6767,-0.82346,-0.8256,37
-0.017918,-0.73884,-0.5414,0.98032,0.59963,0.54817,8
-0.84386,-0.47294,-0.50828,0.2342,-0.10972,-0.34772,5
-0.078901,-0.67376,0.18048,0.85566,0.062335,-0.57955,15
-0.7705,0.40033,0.8898,-0.51606,-0.16821,0.0087279,26
-0.35493,0.26538,0.22221,0.81323,-0.59692,-0.87854,29
-0.096994,-0.62103,-0.95508,-0.46971,-0.62176,0.12008,2
-0.47118,-0.42566,0.59759,-0.61977,-0.64785,0.048461,10
0.15768,-0.08559,-0.37532,-0.97904,-0.72501,-0.57864,33
0.64514,-0.44616,-0.63162,-0.064295,0.29265,-0.91497,35
-0.3992,-0.066824,-0.3788,-0.6627,-0.42825,0.69969,2
-0.96281,-0.30883,0.60292,-0.46958,-0.03896,-0.24778,9
-0.53163,-0.1865,0.9036,-0.19347,0.56926,0.41311,12
-0.30202,-0.76885,-0.25034,0.72254,0.23073,0.27648,8
-0.35251,0.17853,0.4886,-0.12723,0.54772,0.56442,28
-0.098266,0.85706,0.96714,-0.26976,-0.23349,-0.02482,25
0.49345,0.78866,-0.68637,-0.963,0.047552,0.81432,52
-0.58245,-0.93807,0.98975,0.38159,0.5996,0.63731,16
0.04874,-0.36626,0.62068,0.7746,-0.43159,0.59479,46
-0.95657,0.90037,0.33067,0.029349,-0.82161,0.51792,30
-0.60817,0.60318,-0.66684,-0.41388,-0.090035,0.56483,18
0.35472,-0.32346,0.13045,-0.54746,-0.88026,0.83103,42
-0.80034,0.047997,0.60827,0.52656,-0.95152,-0.9458,29
-0.56688,-0.1285,-0.14046,-0.64758,0.90362,-0.81143,3
-0.27022,-0.47491,-0.11461,0.17912,0.46151,-0.59517,7
0.74011,-0.70646,-0.27626,0.35161,-0.12113,0.59839,38
-0.070363,0.068282,-0.79532,-0.82348,0.16287,0.11989,20
-0.61828,-0.50846,-0.56232,-0.17997,-0.97502,-0.57873,1
0.44555,-0.0086393,0.33761,0.42499,0.57377,-0.26658,47
-0.7345,0.81729,-0.19917,-0.41799,0.90324,0.11541,20
-0.79156,0.79565,0.1624,-0.89433,0.34072,-0.86986,27
0.4657,0.94288,-0.68269,-0.23226,-0.98463,0.52233,50
-0.043493,0.90327,-0.64475,-0.10078,0.31728,0.24013,20
