RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.017000000000	0.004000000000	0.006000000000	0.002000000000	0.021000000000
0.002000000000	0.005000000000	0.007000000000	0.013000000000	0.026000000000
0.006000000000	0.008000000000	0.017000000000	0.023000000000	0.040000000000
0.027000000000	0.038000000000	0.027000000000	0.028000000000	0.031000000000
0.007000000000	0.001000000000	0.001000000000	0.006000000000	0.012000000000
0.187000000000	0.138000000000	0.113000000000	0.075000000000	0.081000000000
0.061000000000	0.006000000000	0.012000000000	0.029000000000	0.061000000000
0.003000000000	0.005000000000	0.009000000000	0.013000000000	0.028000000000
0.072000000000	0.055000000000	0.044000000000	0.015000000000	0.038000000000
0.008000000000	0.005000000000	0.013000000000	0.027000000000	0.043000000000
0.036000000000	0.070000000000	0.051000000000	0.013000000000	0.027000000000
0.001000000000	0.001000000000	0.005000000000	0.008000000000	0.021000000000
0.017000000000	0.016000000000	0.026000000000	0.045000000000	0.064000000000
0.006000000000	0.002000000000	0.006000000000	0.027000000000	0.032000000000
