RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.003000000000	0.001000000000	0.001000000000	0.006000000000	0.020000000000
0.003000000000	0.002000000000	0.004000000000	0.006000000000	0.023000000000
0.006000000000	0.008000000000	0.012000000000	0.004000000000	0.021000000000
0.005000000000	0.010000000000	0.003000000000	0.004000000000	0.014000000000
0.028000000000	0.056000000000	0.058000000000	0.033000000000	0.049000000000
0.001000000000	0.003000000000	0.003000000000	0.018000000000	0.040000000000
0.000000000000	0.000000000000	0.000000000000	0.010000000000	0.003000000000
0.000000000000	0.000000000000	0.001000000000	0.003000000000	0.010000000000
0.004000000000	0.000000000000	0.001000000000	0.005000000000	0.012000000000
0.004000000000	0.004000000000	0.008000000000	0.006000000000	0.016000000000
0.000000000000	0.003000000000	0.000000000000	0.007000000000	0.016000000000
0.020000000000	0.020000000000	0.024000000000	0.016000000000	0.025000000000
0.062000000000	0.050000000000	0.057000000000	0.034000000000	0.055000000000
0.004000000000	0.000000000000	0.004000000000	0.012000000000	0.012000000000
0.001000000000	0.000000000000	0.000000000000	0.002000000000	0.005000000000
0.117000000000	0.083000000000	0.074000000000	0.009000000000	0.022000000000
0.027000000000	0.023000000000	0.025000000000	0.011000000000	0.019000000000
0.003000000000	0.003000000000	0.004000000000	0.014000000000	0.022000000000
0.002000000000	0.000000000000	0.001000000000	0.001000000000	0.006000000000
0.003000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000
0.002000000000	0.001000000000	0.000000000000	0.004000000000	0.011000000000
0.003000000000	0.000000000000	0.002000000000	0.002000000000	0.009000000000
0.005000000000	0.006000000000	0.009000000000	0.014000000000	0.033000000000
0.002000000000	0.000000000000	0.001000000000	0.004000000000	0.012000000000
0.005000000000	0.000000000000	0.001000000000	0.010000000000	0.015000000000
0.017000000000	0.000000000000	0.000000000000	0.000000000000	0.002000000000
0.005000000000	0.000000000000	0.000000000000	0.003000000000	0.010000000000
0.008000000000	0.009000000000	0.007000000000	0.011000000000	0.031000000000
