RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.080000000000	0.102000000000	0.093000000000	0.255000000000	0.154000000000
0.606000000000	0.758000000000	0.781000000000	0.550000000000	0.387000000000
0.032000000000	0.011000000000	0.020000000000	0.043000000000	0.054000000000
0.000000000000	0.000000000000	0.000000000000	0.001000000000	0.004000000000
0.018000000000	0.008000000000	0.011000000000	0.014000000000	0.041000000000
0.014000000000	0.011000000000	0.014000000000	0.057000000000	0.059000000000
0.007000000000	0.010000000000	0.009000000000	0.012000000000	0.031000000000
0.064000000000	0.041000000000	0.028000000000	0.018000000000	0.033000000000
0.001000000000	0.001000000000	0.001000000000	0.004000000000	0.010000000000
0.006000000000	0.029000000000	0.040000000000	0.070000000000	0.031000000000
0.015000000000	0.007000000000	0.004000000000	0.010000000000	0.011000000000
0.003000000000	0.009000000000	0.006000000000	0.017000000000	0.021000000000
0.033000000000	0.033000000000	0.044000000000	0.036000000000	0.055000000000
0.029000000000	0.041000000000	0.034000000000	0.043000000000	0.063000000000
0.005000000000	0.028000000000	0.035000000000	0.009000000000	0.008000000000
0.029000000000	0.009000000000	0.020000000000	0.039000000000	0.054000000000
0.034000000000	0.017000000000	0.022000000000	0.020000000000	0.035000000000
0.001000000000	0.003000000000	0.004000000000	0.007000000000	0.013000000000
0.064000000000	0.056000000000	0.065000000000	0.074000000000	0.092000000000
0.005000000000	0.011000000000	0.011000000000	0.034000000000	0.026000000000
0.023000000000	0.052000000000	0.051000000000	0.051000000000	0.077000000000
0.055000000000	0.052000000000	0.060000000000	0.033000000000	0.041000000000
0.001000000000	0.001000000000	0.001000000000	0.005000000000	0.011000000000
0.006000000000	0.008000000000	0.004000000000	0.008000000000	0.029000000000
