RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.012000000000	0.013000000000	0.007000000000	0.011000000000	0.029000000000
0.000000000000	0.007000000000	0.012000000000	0.028000000000	0.024000000000
0.110000000000	0.079000000000	0.136000000000	0.240000000000	0.204000000000
0.000000000000	0.003000000000	0.001000000000	0.012000000000	0.016000000000
0.000000000000	0.020000000000	0.018000000000	0.010000000000	0.016000000000
0.000000000000	0.033000000000	0.017000000000	0.004000000000	0.011000000000
0.042000000000	0.083000000000	0.102000000000	0.109000000000	0.129000000000
0.006000000000	0.005000000000	0.006000000000	0.018000000000	0.022000000000
0.000000000000	0.001000000000	0.003000000000	0.005000000000	0.012000000000
0.018000000000	0.024000000000	0.021000000000	0.030000000000	0.026000000000
0.007000000000	0.007000000000	0.003000000000	0.003000000000	0.019000000000
0.000000000000	0.003000000000	0.001000000000	0.008000000000	0.009000000000
0.000000000000	0.003000000000	0.003000000000	0.001000000000	0.009000000000
0.000000000000	0.003000000000	0.002000000000	0.006000000000	0.010000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.005000000000
0.000000000000	0.002000000000	0.002000000000	0.009000000000	0.014000000000
0.000000000000	0.003000000000	0.004000000000	0.003000000000	0.006000000000
0.001000000000	0.000000000000	0.001000000000	0.001000000000	0.004000000000
0.002000000000	0.028000000000	0.008000000000	0.005000000000	0.012000000000
0.001000000000	0.003000000000	0.002000000000	0.002000000000	0.007000000000
0.006000000000	0.035000000000	0.030000000000	0.032000000000	0.050000000000
0.082000000000	0.007000000000	0.002000000000	0.015000000000	0.030000000000
0.001000000000	0.008000000000	0.004000000000	0.004000000000	0.014000000000
0.000000000000	0.001000000000	0.003000000000	0.000000000000	0.003000000000
0.002000000000	0.002000000000	0.006000000000	0.015000000000	0.019000000000
0.001000000000	0.001000000000	0.001000000000	0.001000000000	0.003000000000
0.000000000000	0.013000000000	0.017000000000	0.037000000000	0.053000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.003000000000
0.005000000000	0.017000000000	0.012000000000	0.006000000000	0.014000000000
0.002000000000	0.003000000000	0.003000000000	0.010000000000	0.017000000000
0.001000000000	0.000000000000	0.001000000000	0.003000000000	0.020000000000
0.384000000000	0.234000000000	0.240000000000	0.237000000000	0.189000000000
0.001000000000	0.027000000000	0.027000000000	0.034000000000	0.030000000000
0.060000000000	0.084000000000	0.072000000000	0.125000000000	0.084000000000
0.084000000000	0.298000000000	0.344000000000	0.558000000000	0.595000000000
0.008000000000	0.058000000000	0.087000000000	0.111000000000	0.073000000000
0.675000000000	0.819000000000	0.806000000000	0.570000000000	0.453000000000
0.768000000000	0.870000000000	0.908000000000	0.885000000000	0.738000000000
0.240000000000	0.670000000000	0.688000000000	0.595000000000	0.455000000000
0.408000000000	0.709000000000	0.727000000000	0.647000000000	0.489000000000
0.123000000000	0.226000000000	0.252000000000	0.292000000000	0.187000000000
0.955000000000	0.938000000000	0.934000000000	0.922000000000	0.819000000000
0.918000000000	0.904000000000	0.907000000000	0.841000000000	0.737000000000
0.201000000000	0.515000000000	0.655000000000	0.657000000000	0.329000000000
0.859000000000	0.940000000000	0.934000000000	0.986000000000	0.911000000000
0.209000000000	0.259000000000	0.322000000000	0.447000000000	0.307000000000
0.098000000000	0.104000000000	0.195000000000	0.271000000000	0.143000000000
0.910000000000	0.879000000000	0.847000000000	0.903000000000	0.799000000000
0.909000000000	0.841000000000	0.885000000000	0.954000000000	0.878000000000
0.366000000000	0.587000000000	0.643000000000	0.351000000000	0.236000000000
0.775000000000	0.835000000000	0.805000000000	0.818000000000	0.800000000000
0.244000000000	0.568000000000	0.645000000000	0.552000000000	0.361000000000
0.950000000000	0.968000000000	0.964000000000	0.970000000000	0.908000000000
0.921000000000	0.928000000000	0.944000000000	0.977000000000	0.944000000000
0.600000000000	0.805000000000	0.799000000000	0.748000000000	0.526000000000
0.851000000000	0.904000000000	0.914000000000	0.925000000000	0.900000000000
0.296000000000	0.300000000000	0.397000000000	0.328000000000	0.214000000000
0.927000000000	0.948000000000	0.939000000000	0.895000000000	0.609000000000
0.325000000000	0.489000000000	0.609000000000	0.656000000000	0.388000000000
0.866000000000	0.933000000000	0.935000000000	0.976000000000	0.876000000000
0.957000000000	0.910000000000	0.884000000000	0.713000000000	0.672000000000
0.850000000000	0.812000000000	0.830000000000	0.916000000000	0.867000000000
0.152000000000	0.227000000000	0.234000000000	0.550000000000	0.567000000000
0.648000000000	0.830000000000	0.805000000000	0.668000000000	0.628000000000
0.286000000000	0.218000000000	0.247000000000	0.260000000000	0.166000000000
0.577000000000	0.595000000000	0.612000000000	0.636000000000	0.469000000000
0.303000000000	0.432000000000	0.496000000000	0.563000000000	0.377000000000
0.688000000000	0.733000000000	0.793000000000	0.890000000000	0.851000000000
0.887000000000	0.900000000000	0.891000000000	0.918000000000	0.890000000000
0.880000000000	0.906000000000	0.904000000000	0.935000000000	0.864000000000
0.931000000000	0.942000000000	0.919000000000	0.786000000000	0.648000000000
0.915000000000	0.943000000000	0.935000000000	0.945000000000	0.832000000000
0.903000000000	0.922000000000	0.913000000000	0.856000000000	0.645000000000
0.864000000000	0.863000000000	0.865000000000	0.917000000000	0.867000000000
0.821000000000	0.941000000000	0.929000000000	0.946000000000	0.821000000000
0.901000000000	0.858000000000	0.854000000000	0.747000000000	0.676000000000
