RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.283000000000	0.218000000000	0.227000000000	0.193000000000	0.153000000000
0.531000000000	0.519000000000	0.545000000000	0.417000000000	0.374000000000
0.204000000000	0.255000000000	0.213000000000	0.091000000000	0.058000000000
0.009000000000	0.013000000000	0.009000000000	0.024000000000	0.043000000000
0.050000000000	0.088000000000	0.096000000000	0.083000000000	0.076000000000
0.032000000000	0.016000000000	0.027000000000	0.032000000000	0.065000000000
0.007000000000	0.002000000000	0.005000000000	0.007000000000	0.018000000000
0.005000000000	0.001000000000	0.008000000000	0.021000000000	0.017000000000
0.060000000000	0.051000000000	0.060000000000	0.047000000000	0.061000000000
0.008000000000	0.011000000000	0.010000000000	0.020000000000	0.032000000000
0.009000000000	0.004000000000	0.006000000000	0.007000000000	0.018000000000
0.040000000000	0.011000000000	0.007000000000	0.018000000000	0.028000000000
0.015000000000	0.007000000000	0.006000000000	0.014000000000	0.023000000000
0.002000000000	0.007000000000	0.007000000000	0.015000000000	0.030000000000
0.022000000000	0.052000000000	0.058000000000	0.060000000000	0.063000000000
0.009000000000	0.052000000000	0.059000000000	0.079000000000	0.088000000000
