RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.079000000000	0.104000000000	0.094000000000	0.259000000000	0.179000000000
0.142000000000	0.033000000000	0.031000000000	0.022000000000	0.042000000000
0.006000000000	0.002000000000	0.008000000000	0.010000000000	0.020000000000
0.006000000000	0.006000000000	0.009000000000	0.004000000000	0.011000000000
0.000000000000	0.007000000000	0.006000000000	0.018000000000	0.039000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000
0.001000000000	0.001000000000	0.001000000000	0.004000000000	0.008000000000
0.022000000000	0.003000000000	0.001000000000	0.005000000000	0.016000000000
0.000000000000	0.001000000000	0.001000000000	0.005000000000	0.009000000000
0.002000000000	0.000000000000	0.000000000000	0.002000000000	0.005000000000
0.032000000000	0.008000000000	0.010000000000	0.004000000000	0.001000000000
0.019000000000	0.009000000000	0.007000000000	0.018000000000	0.021000000000
0.002000000000	0.000000000000	0.007000000000	0.004000000000	0.011000000000
0.006000000000	0.003000000000	0.001000000000	0.000000000000	0.011000000000
0.028000000000	0.001000000000	0.000000000000	0.007000000000	0.012000000000
0.005000000000	0.008000000000	0.008000000000	0.008000000000	0.018000000000
0.046000000000	0.016000000000	0.012000000000	0.090000000000	0.088000000000
0.287000000000	0.157000000000	0.145000000000	0.132000000000	0.137000000000
0.005000000000	0.005000000000	0.008000000000	0.013000000000	0.025000000000
0.022000000000	0.007000000000	0.008000000000	0.003000000000	0.009000000000
0.000000000000	0.004000000000	0.002000000000	0.017000000000	0.030000000000
0.108000000000	0.171000000000	0.134000000000	0.012000000000	0.066000000000
0.003000000000	0.000000000000	0.002000000000	0.005000000000	0.014000000000
0.014000000000	0.004000000000	0.001000000000	0.006000000000	0.018000000000
0.000000000000	0.001000000000	0.002000000000	0.005000000000	0.010000000000
0.236000000000	0.071000000000	0.079000000000	0.104000000000	0.160000000000
0.000000000000	0.000000000000	0.002000000000	0.001000000000	0.000000000000
0.259000000000	0.072000000000	0.084000000000	0.124000000000	0.247000000000
0.000000000000	0.000000000000	0.001000000000	0.001000000000	0.001000000000
0.002000000000	0.001000000000	0.003000000000	0.003000000000	0.014000000000
0.004000000000	0.000000000000	0.001000000000	0.003000000000	0.012000000000
0.242000000000	0.080000000000	0.102000000000	0.133000000000	0.229000000000
