RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.108000000000	0.097000000000	0.096000000000	0.107000000000	0.121000000000
0.009000000000	0.003000000000	0.002000000000	0.027000000000	0.039000000000
0.073000000000	0.062000000000	0.071000000000	0.135000000000	0.092000000000
0.003000000000	0.005000000000	0.006000000000	0.007000000000	0.017000000000
0.009000000000	0.003000000000	0.001000000000	0.002000000000	0.003000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.002000000000
0.031000000000	0.005000000000	0.001000000000	0.002000000000	0.004000000000
0.008000000000	0.004000000000	0.005000000000	0.002000000000	0.007000000000
0.000000000000	0.000000000000	0.000000000000	0.004000000000	0.005000000000
0.005000000000	0.015000000000	0.019000000000	0.010000000000	0.017000000000
0.038000000000	0.003000000000	0.005000000000	0.027000000000	0.036000000000
0.005000000000	0.004000000000	0.001000000000	0.006000000000	0.015000000000
0.002000000000	0.000000000000	0.000000000000	0.000000000000	0.001000000000
0.004000000000	0.006000000000	0.006000000000	0.005000000000	0.021000000000
0.000000000000	0.002000000000	0.004000000000	0.001000000000	0.003000000000
0.001000000000	0.000000000000	0.001000000000	0.001000000000	0.006000000000
0.001000000000	0.000000000000	0.002000000000	0.019000000000	0.022000000000
0.000000000000	0.003000000000	0.001000000000	0.007000000000	0.014000000000
0.002000000000	0.000000000000	0.002000000000	0.003000000000	0.017000000000
0.006000000000	0.023000000000	0.023000000000	0.062000000000	0.083000000000
0.000000000000	0.002000000000	0.005000000000	0.001000000000	0.000000000000
0.006000000000	0.000000000000	0.000000000000	0.007000000000	0.013000000000
0.003000000000	0.000000000000	0.002000000000	0.005000000000	0.016000000000
0.000000000000	0.000000000000	0.000000000000	0.008000000000	0.019000000000
0.014000000000	0.023000000000	0.016000000000	0.003000000000	0.011000000000
0.002000000000	0.000000000000	0.002000000000	0.022000000000	0.015000000000
0.015000000000	0.003000000000	0.003000000000	0.002000000000	0.002000000000
0.001000000000	0.002000000000	0.000000000000	0.002000000000	0.010000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000
0.048000000000	0.014000000000	0.009000000000	0.010000000000	0.015000000000
0.004000000000	0.000000000000	0.000000000000	0.004000000000	0.008000000000
0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.002000000000
0.682000000000	0.744000000000	0.744000000000	0.726000000000	0.699000000000
0.454000000000	0.381000000000	0.481000000000	0.752000000000	0.752000000000
0.087000000000	0.040000000000	0.051000000000	0.138000000000	0.156000000000
0.432000000000	0.522000000000	0.549000000000	0.653000000000	0.675000000000
0.457000000000	0.615000000000	0.555000000000	0.675000000000	0.590000000000
0.598000000000	0.748000000000	0.744000000000	0.777000000000	0.715000000000
0.489000000000	0.508000000000	0.564000000000	0.763000000000	0.706000000000
0.148000000000	0.222000000000	0.240000000000	0.104000000000	0.135000000000
0.349000000000	0.503000000000	0.544000000000	0.600000000000	0.619000000000
0.329000000000	0.282000000000	0.291000000000	0.228000000000	0.287000000000
0.022000000000	0.008000000000	0.014000000000	0.007000000000	0.018000000000
0.144000000000	0.146000000000	0.135000000000	0.040000000000	0.065000000000
0.371000000000	0.238000000000	0.269000000000	0.287000000000	0.257000000000
0.720000000000	0.761000000000	0.747000000000	0.767000000000	0.742000000000
0.777000000000	0.638000000000	0.671000000000	0.788000000000	0.764000000000
0.342000000000	0.328000000000	0.311000000000	0.410000000000	0.412000000000
0.515000000000	0.456000000000	0.497000000000	0.715000000000	0.715000000000
0.757000000000	0.777000000000	0.814000000000	0.778000000000	0.724000000000
0.237000000000	0.287000000000	0.300000000000	0.280000000000	0.331000000000
0.339000000000	0.366000000000	0.309000000000	0.163000000000	0.197000000000
0.809000000000	0.782000000000	0.788000000000	0.817000000000	0.782000000000
0.086000000000	0.026000000000	0.028000000000	0.037000000000	0.060000000000
0.422000000000	0.648000000000	0.626000000000	0.697000000000	0.637000000000
