RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.049000000000	0.016000000000	0.024000000000	0.097000000000	0.107000000000
0.029000000000	0.032000000000	0.035000000000	0.078000000000	0.093000000000
0.232000000000	0.212000000000	0.238000000000	0.099000000000	0.107000000000
0.127000000000	0.134000000000	0.163000000000	0.154000000000	0.148000000000
0.015000000000	0.022000000000	0.024000000000	0.059000000000	0.060000000000
0.053000000000	0.021000000000	0.024000000000	0.078000000000	0.097000000000
0.096000000000	0.127000000000	0.156000000000	0.100000000000	0.094000000000
0.065000000000	0.018000000000	0.022000000000	0.036000000000	0.035000000000
0.051000000000	0.033000000000	0.024000000000	0.044000000000	0.046000000000
0.071000000000	0.031000000000	0.027000000000	0.018000000000	0.034000000000
0.007000000000	0.018000000000	0.019000000000	0.036000000000	0.053000000000
0.008000000000	0.007000000000	0.010000000000	0.019000000000	0.028000000000
0.045000000000	0.026000000000	0.021000000000	0.039000000000	0.069000000000
0.002000000000	0.001000000000	0.000000000000	0.017000000000	0.007000000000
