RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.001000000000	0.000000000000	0.001000000000	0.000000000000	0.000000000000
0.024000000000	0.012000000000	0.012000000000	0.032000000000	0.055000000000
0.380000000000	0.242000000000	0.213000000000	0.163000000000	0.224000000000
0.089000000000	0.110000000000	0.112000000000	0.083000000000	0.134000000000
0.005000000000	0.003000000000	0.003000000000	0.001000000000	0.001000000000
0.007000000000	0.003000000000	0.000000000000	0.000000000000	0.002000000000
0.290000000000	0.203000000000	0.167000000000	0.064000000000	0.099000000000
0.058000000000	0.022000000000	0.020000000000	0.000000000000	0.006000000000
0.122000000000	0.116000000000	0.104000000000	0.162000000000	0.167000000000
0.028000000000	0.041000000000	0.023000000000	0.017000000000	0.027000000000
0.050000000000	0.016000000000	0.006000000000	0.000000000000	0.000000000000
0.038000000000	0.036000000000	0.031000000000	0.073000000000	0.080000000000
0.047000000000	0.007000000000	0.003000000000	0.000000000000	0.001000000000
0.058000000000	0.060000000000	0.064000000000	0.066000000000	0.088000000000
0.062000000000	0.011000000000	0.009000000000	0.073000000000	0.098000000000
0.010000000000	0.013000000000	0.008000000000	0.001000000000	0.001000000000
0.030000000000	0.007000000000	0.008000000000	0.000000000000	0.002000000000
0.004000000000	0.008000000000	0.003000000000	0.003000000000	0.013000000000
0.182000000000	0.173000000000	0.163000000000	0.000000000000	0.015000000000
0.013000000000	0.026000000000	0.013000000000	0.031000000000	0.051000000000
0.159000000000	0.270000000000	0.334000000000	0.176000000000	0.149000000000
0.024000000000	0.015000000000	0.027000000000	0.053000000000	0.063000000000
0.028000000000	0.007000000000	0.003000000000	0.000000000000	0.003000000000
0.015000000000	0.184000000000	0.161000000000	0.196000000000	0.214000000000
0.031000000000	0.053000000000	0.059000000000	0.037000000000	0.056000000000
0.026000000000	0.000000000000	0.004000000000	0.006000000000	0.022000000000
0.004000000000	0.017000000000	0.008000000000	0.153000000000	0.111000000000
0.016000000000	0.024000000000	0.022000000000	0.035000000000	0.035000000000
0.028000000000	0.042000000000	0.050000000000	0.109000000000	0.144000000000
0.071000000000	0.192000000000	0.202000000000	0.221000000000	0.309000000000
0.080000000000	0.066000000000	0.079000000000	0.105000000000	0.179000000000
0.038000000000	0.005000000000	0.005000000000	0.006000000000	0.016000000000
0.053000000000	0.005000000000	0.006000000000	0.011000000000	0.023000000000
0.194000000000	0.492000000000	0.561000000000	0.563000000000	0.502000000000
0.000000000000	0.011000000000	0.007000000000	0.091000000000	0.084000000000
0.021000000000	0.004000000000	0.002000000000	0.004000000000	0.013000000000
0.021000000000	0.009000000000	0.008000000000	0.045000000000	0.047000000000
0.041000000000	0.215000000000	0.198000000000	0.083000000000	0.081000000000
0.185000000000	0.069000000000	0.081000000000	0.149000000000	0.135000000000
0.007000000000	0.011000000000	0.017000000000	0.076000000000	0.097000000000
0.040000000000	0.029000000000	0.024000000000	0.064000000000	0.148000000000
0.151000000000	0.164000000000	0.187000000000	0.201000000000	0.275000000000
0.027000000000	0.037000000000	0.072000000000	0.073000000000	0.081000000000
0.186000000000	0.073000000000	0.077000000000	0.050000000000	0.091000000000
0.002000000000	0.000000000000	0.002000000000	0.013000000000	0.014000000000
0.032000000000	0.002000000000	0.010000000000	0.012000000000	0.016000000000
0.072000000000	0.221000000000	0.297000000000	0.388000000000	0.374000000000
0.031000000000	0.059000000000	0.062000000000	0.036000000000	0.056000000000
0.000000000000	0.000000000000	0.000000000000	0.004000000000	0.007000000000
0.602000000000	0.765000000000	0.732000000000	0.501000000000	0.362000000000
0.004000000000	0.017000000000	0.009000000000	0.161000000000	0.098000000000
0.023000000000	0.021000000000	0.014000000000	0.080000000000	0.108000000000
0.004000000000	0.003000000000	0.002000000000	0.017000000000	0.013000000000
0.131000000000	0.171000000000	0.196000000000	0.291000000000	0.213000000000
0.005000000000	0.002000000000	0.002000000000	0.011000000000	0.017000000000
0.001000000000	0.000000000000	0.002000000000	0.005000000000	0.005000000000
0.007000000000	0.026000000000	0.015000000000	0.086000000000	0.113000000000
0.184000000000	0.288000000000	0.251000000000	0.204000000000	0.233000000000
0.006000000000	0.005000000000	0.002000000000	0.023000000000	0.029000000000
0.001000000000	0.011000000000	0.006000000000	0.052000000000	0.085000000000
