RF	RerF(rho=.0127)	RerF(rho=.0253)	RerF(rho=1)	RR-RF
0.021000000000	0.018000000000	0.021000000000	0.019000000000	0.021000000000
0.000000000000	0.003000000000	0.002000000000	0.014000000000	0.018000000000
0.010000000000	0.015000000000	0.015000000000	0.011000000000	0.015000000000
0.000000000000	0.001000000000	0.002000000000	0.005000000000	0.010000000000
0.000000000000	0.000000000000	0.001000000000	0.001000000000	0.001000000000
0.000000000000	0.001000000000	0.000000000000	0.006000000000	0.005000000000
0.002000000000	0.004000000000	0.017000000000	0.038000000000	0.051000000000
0.045000000000	0.022000000000	0.018000000000	0.026000000000	0.026000000000
0.001000000000	0.002000000000	0.002000000000	0.017000000000	0.035000000000
0.001000000000	0.000000000000	0.001000000000	0.003000000000	0.006000000000
0.002000000000	0.005000000000	0.004000000000	0.003000000000	0.007000000000
0.053000000000	0.009000000000	0.007000000000	0.019000000000	0.024000000000
0.000000000000	0.001000000000	0.002000000000	0.009000000000	0.017000000000
0.003000000000	0.002000000000	0.002000000000	0.010000000000	0.012000000000
0.000000000000	0.004000000000	0.002000000000	0.004000000000	0.012000000000
0.000000000000	0.003000000000	0.001000000000	0.005000000000	0.019000000000
0.000000000000	0.000000000000	0.000000000000	0.009000000000	0.011000000000
0.002000000000	0.003000000000	0.001000000000	0.004000000000	0.004000000000
0.010000000000	0.024000000000	0.018000000000	0.025000000000	0.035000000000
0.001000000000	0.013000000000	0.017000000000	0.018000000000	0.045000000000
0.012000000000	0.002000000000	0.001000000000	0.006000000000	0.009000000000
0.007000000000	0.004000000000	0.005000000000	0.002000000000	0.019000000000
0.005000000000	0.012000000000	0.015000000000	0.042000000000	0.022000000000
0.003000000000	0.002000000000	0.010000000000	0.029000000000	0.030000000000
0.000000000000	0.005000000000	0.005000000000	0.005000000000	0.012000000000
0.004000000000	0.011000000000	0.018000000000	0.010000000000	0.023000000000
0.000000000000	0.004000000000	0.005000000000	0.014000000000	0.027000000000
0.017000000000	0.002000000000	0.002000000000	0.001000000000	0.002000000000
0.001000000000	0.002000000000	0.011000000000	0.027000000000	0.015000000000
0.001000000000	0.002000000000	0.001000000000	0.009000000000	0.010000000000
0.016000000000	0.006000000000	0.012000000000	0.004000000000	0.020000000000
0.020000000000	0.048000000000	0.048000000000	0.053000000000	0.064000000000
0.019000000000	0.060000000000	0.045000000000	0.037000000000	0.046000000000
0.006000000000	0.023000000000	0.025000000000	0.016000000000	0.028000000000
0.036000000000	0.010000000000	0.013000000000	0.003000000000	0.014000000000
0.001000000000	0.003000000000	0.003000000000	0.006000000000	0.009000000000
0.000000000000	0.004000000000	0.000000000000	0.008000000000	0.009000000000
